Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
trip time mode i[a43,pt rail],50.3464,50.6807,50.7842,51.1492,51.7932,52.1993,52.5166,52.9131,53.1671,53.2974,53.4506,53.5985,53.7251,53.865,53.9823,54.0895,54.229,54.2923,54.2172,54.4204,54.5032,54.6299,54.7204,54.8226,54.918,55.022,55.1378,55.2699,55.4148,55.5721,55.743
trip time mode i[a44,pt rail],51.0158,51.2584,51.4993,51.8714,52.2649,52.4164,52.5189,52.596,52.6479,52.7139,52.797,52.8794,52.9364,52.946,53.1171,53.1978,53.2995,53.3348,53.3785,53.4359,53.4815,53.5369,53.5993,53.6591,53.7121,53.7688,53.83,53.898,53.9718,54.0517,54.1381
trip time mode i[a45,pt rail],56.6267,56.9657,57.1688,57.763,58.3046,58.7782,59.2042,59.6172,59.9547,60.403,60.8805,61.3518,61.7491,62.1228,62.8692,63.3639,64.1047,64.6333,65.2017,65.8701,66.4956,67.1445,67.8351,68.5729,69.3608,70.2284,71.1883,72.2602,73.4582,74.7956,76.2631
trip time mode i[a46,pt rail],69.1544,69.4494,70.7681,72.3985,73.7965,74.7625,75.7409,77.0924,78.1232,79.5253,80.216,80.7767,81.3799,82.0557,82.7771,83.4098,84.1536,84.4191,85.0495,85.6692,86.285,86.8865,87.3478,87.9297,88.5336,89.188,89.9009,90.6894,91.5545,92.5077,93.538
trip time mode i[a47,pt rail],49.59,50.3201,50.5948,51.3135,52.3978,52.8643,53.1745,53.57,53.9128,54.2104,54.5771,54.9656,55.2557,55.5733,55.9221,56.1225,56.2144,56.8079,57.0453,57.3621,57.5252,57.6784,57.876,58.0808,58.2847,58.5029,58.7379,58.9949,59.2722,59.5726,59.898
trip time mode i[a48,pt rail],52.2451,52.5997,52.9714,53.6533,54.576,55.281,55.8725,56.6771,57.1557,57.5007,57.7665,58.049,58.2543,58.4845,58.7399,58.9415,59.1777,59.2807,59.3984,59.5424,59.6493,59.7675,59.9039,60.0462,60.1822,60.3256,60.4822,60.6588,60.8491,61.0522,61.2728
trip time mode i[a49,pt rail],57.3764,57.6759,58.972,59.9899,61.0074,62.0971,63.1215,64.5,65.3409,65.9199,66.238,66.5514,66.7842,67.0831,67.3706,67.6273,67.9398,68.0737,68.1436,68.38,68.5775,68.8087,69.0336,69.2098,69.4225,69.6555,69.9077,70.1847,70.4889,70.824,71.1941
trip time mode i[a50,pt rail],71.1829,72.0753,74.196,76.3771,78.4862,80.5665,82.1572,84.2534,85.6011,86.5805,87.1827,87.6393,88.3877,89.1219,90.0264,90.7114,91.5038,92.0171,92.5877,93.2357,93.8217,94.4317,95.0854,95.7727,96.4835,97.2505,98.0795,98.9887,99.9788,101.06,102.242
trip time mode i[a51,pt rail],62.5262,62.8954,64.2786,65.3659,66.4324,67.5955,68.7036,70.2642,71.2595,71.9534,72.279,72.5901,72.86,73.1683,73.4804,73.7555,74.0583,74.1812,74.162,74.6367,74.8876,75.1948,75.3532,75.5228,75.726,75.9458,76.1855,76.4511,76.7413,77.0597,77.3995
trip time mode i[a52,pt rail],72.6873,73.7122,75.6414,77.5597,79.6993,81.7737,83.25,85.3269,86.6524,87.4421,88.0194,88.576,89.112,89.6973,90.2826,90.7709,91.275,91.3074,91.9824,92.3703,92.7876,93.1256,93.4955,93.874,94.2479,94.647,95.074,95.5276,96.0148,96.5398,97.1053
trip time mode i[a53,pt rail],72.5873,73.4841,74.2691,75.6001,77.0481,78.0227,78.426,78.7956,79.1325,79.5336,79.9977,80.4792,80.9365,81.4819,82.0641,82.5586,83.173,83.5778,83.974,84.2104,84.9707,85.5002,86.188,86.599,87.1519,87.732,88.3566,89.0378,89.7772,90.5832,91.4617
trip time mode i[a54,pt rail],66.413,67.4447,68.0461,69.3358,70.9283,72.1342,72.5465,73.0055,73.373,73.7686,74.1958,74.5254,75.1413,75.7104,76.4529,76.9671,77.5093,77.8653,78.2568,78.7057,79.1076,79.5262,79.9738,80.4437,80.9282,81.4484,82.0086,82.62,83.2822,84.0022,84.785
trip time mode i[a55,pt rail],290692,290692,290692,290692,290692,290692,290692,290692,290692,290692,290693,290693,290693,290693,290693,290693,290693,290693,290693,290693,290693,290693,290693,290693,290693,290693,290693,290693,290693,290693,290693
trip time mode i[a56,pt rail],250081,249540,249086,248789,248060,246401,244363,241561,241220,241296,241358,241462,241540,241610,241674,241716,241717,241563,241582,241612,241620,241624,241628,241633,241637,241642,241647,241652,241657,241662,241667
trip time mode i[a57,pt rail],54.7968,55.1751,55.2793,55.6869,56.3648,56.6834,56.8546,56.9829,57.1009,57.2348,57.3781,57.52,57.5142,57.78,57.9687,58.0997,58.2269,58.2784,58.3354,58.4114,58.4604,58.4991,58.5395,58.5997,58.6644,58.7348,58.8119,58.8989,58.9945,59.1005,59.2172
trip time mode i[a58,pt rail],285.036,289.976,292.305,296.466,302.5,304.984,306.484,307.791,309.102,310.393,311.785,313.611,315.2,316.806,318.432,319.811,321.673,322.358,323.308,324.311,325.218,326.386,327.644,328.966,330.297,331.724,333.25,334.892,336.658,338.556,340.59
trip time mode i[a59,pt rail],1246.95,1257.93,1263.14,1271.4,1285.18,1298.35,1311.01,1329.7,1342.28,1358.66,1364.3,1370.36,1376.13,1381.84,1387.53,1392.98,1400.1,1401.76,1404.38,1407.21,1410.16,1413.23,1416.54,1421.16,1425.53,1430.31,1435.56,1441.33,1447.68,1454.67,1462.36
trip time mode i[a60,pt rail],46.9434,47.0632,47.1233,47.4017,47.751,48.165,48.5881,49.1216,49.4852,50.0129,50.2625,50.4911,50.7071,50.9756,51.253,51.4866,51.7826,51.92,51.947,52.2147,52.4658,52.7642,52.976,53.2602,53.5466,53.8654,54.2266,54.6276,55.084,55.6081,56.2084
trip time mode i[a61,pt rail],56.8378,57.0252,57.1161,57.4267,57.7374,57.9844,58.1419,58.2208,58.0662,58.2896,58.4519,58.6312,58.7334,58.8776,59.0523,59.1709,59.3633,59.4835,59.6175,59.7727,59.8927,60.0317,60.1787,60.3227,60.4587,60.6027,60.7557,60.9221,61.0998,61.2835,61.478
trip time mode i[a62,pt rail],50.4295,50.6273,50.8062,51.2497,51.7915,52.1278,52.4083,52.6218,52.7873,52.9947,53.2532,53.5329,53.7953,54.104,54.4179,54.6994,55.0754,55.3658,55.6141,56.0826,56.4457,56.8892,57.2621,57.6718,58.1087,58.5771,59.0865,59.647,60.2618,60.9382,61.6835
trip time mode i[a63,pt rail],109.192,110.273,111.091,112.854,115.183,117.269,118.596,120.222,121.289,122.711,123.68,124.521,125.358,126.314,127.331,128.195,129.2,129.433,130.488,131.347,132.205,132.785,133.36,134.052,134.758,135.517,136.337,137.235,138.204,139.258,140.402
trip time mode i[a64,pt rail],41.9279,41.9573,42.0408,42.1539,42.2483,42.3057,42.3596,42.3863,42.4133,42.4613,42.5271,42.5881,42.6417,42.7141,42.7943,42.8696,43.0019,43.0828,43.1764,43.2802,43.3722,43.4726,43.5229,43.6883,43.844,43.9818,44.0868,44.2383,44.4063,44.592,44.7973
trip time mode i[a65,pt rail],81.0749,81.4232,81.7162,82.3846,83.2564,83.7496,84.0915,84.2238,84.4927,84.9043,85.4439,86.0215,86.5526,87.2294,87.8639,88.4518,89.2643,89.8919,90.626,91.4701,92.259,92.8617,94.011,95.3643,96.9774,97.829,98.7007,99.913,101.242,102.679,104.212
trip time mode i[a66,pt rail],102.616,103.836,106.401,109.504,112.664,115.037,117.155,119.642,121.272,122.069,122.999,124.013,125.011,126.092,127.15,128.173,129.477,130.55,131.727,133.004,134.256,135.592,137.037,138.598,140.298,142.01,143.203,144.821,146.53,148.335,150.233
trip time mode i[a67,pt rail],94.3841,95.2085,96.4314,99.3794,102.763,105.926,108.441,110.422,112.154,114.607,116.848,118.237,119.581,121.096,122.632,124.043,125.758,126.993,128.386,129.762,131.24,132.65,133.905,135.262,136.666,138.122,139.605,141.132,142.709,144.254,145.467
trip time mode i[a68,pt rail],60.6703,61.3248,62.1174,63.8266,66.0109,68.0138,69.2994,70.7551,71.9072,72.9726,74.1814,75.3099,76.4556,77.8894,79.428,80.7987,82.7384,84.2397,85.2179,85.8367,86.4064,86.9415,87.5885,88.1048,88.6464,89.218,89.8015,90.417,91.0643,91.711,92.3572
trip time mode i[a69,pt rail],62.8781,63.4748,63.3564,65.0065,66.8781,67.5758,68.0608,68.5553,68.9579,69.3286,69.7604,70.2453,70.6996,71.1706,71.595,72.0396,72.6046,73.0685,73.5862,74.1405,74.6491,75.1497,75.6202,76.1799,76.5853,77.0804,77.5261,77.9232,78.3306,78.762,79.2156
trip time mode i[a70,pt rail],32.5457,32.6548,32.7111,32.922,33.2221,33.357,33.4404,33.5073,33.5834,33.71,33.8571,33.9927,34.1105,34.2688,34.4331,34.5716,34.7546,34.8616,34.9452,34.9539,35.0754,35.1866,35.3053,35.4028,35.5011,35.6015,35.7076,35.717,35.6806,35.62,35.5417
trip time mode i[a71,pt rail],82.7993,83.9515,88.2114,91.2623,94.2492,96.8076,99.1727,102.317,104.335,105.292,106.28,107.026,107.644,108.479,109.288,109.743,112,112.09,113.175,113.997,114.734,115.507,116.369,117.246,118.098,119.007,120.007,121.119,122.324,123.635,125.055
trip time mode i[a72,pt rail],140.141,141.258,141.764,144.271,148.314,151.115,153.825,157.827,161.218,166.136,168.69,171.083,173.29,175.94,178.717,181.202,184.445,187.724,190.198,193.364,196.284,199.955,204.62,209.699,211.142,213.71,214.327,214.984,215.682,216.424,217.212
trip time mode i[a73,pt rail],157.311,156.966,158.272,160.072,161.359,163.35,165.491,167.645,168.813,170.373,170.991,171.633,172.305,173.05,173.796,174.559,175.546,176.293,177.066,177.868,178.409,179.118,179.856,180.625,181.422,182.267,183.155,184.1,185.101,186.163,187.283
trip time mode i[a74,pt rail],100.015,100.873,104.56,107.792,111.199,114.668,117.947,122.326,125.108,126.69,127.887,128.96,130.037,131.157,132.282,133.302,134.641,135.524,136.174,137.685,138.845,140.151,141.271,142.28,143.461,144.687,146.012,147.467,149.047,150.759,152.618
trip time mode i[a75,pt rail],59.6636,59.7883,59.8181,59.9768,60.1413,60.3037,60.4153,60.4712,60.4948,60.5564,60.6298,60.6442,60.7114,60.7919,60.9102,60.9673,61.0582,61.1108,61.1698,61.2439,61.2921,61.3541,61.4304,61.5041,61.5705,61.6413,61.7185,61.8045,61.8977,61.9967,62.0997
trip time mode i[a76,pt rail],91.5076,92.594,95.3106,97.7627,100.298,102.669,104.844,107.839,109.75,111.004,111.882,112.627,113.175,113.463,114.713,115.383,116.236,116.698,117.177,117.767,118.268,118.792,119.353,119.928,120.496,121.101,121.755,122.467,123.234,124.059,124.947
trip time mode i[a77,pt rail],75.5547,75.4154,75.4475,75.4575,75.4062,75.4422,75.4908,75.5029,75.5154,75.5586,75.6178,75.6519,75.6912,75.7517,75.8069,75.8526,75.9364,75.9312,76.0972,76.1959,76.2944,76.3688,76.4632,76.5617,76.6579,76.7596,76.869,76.9875,77.1113,77.2418,77.381
trip time mode i[a78,pt rail],124.064,125.066,125.468,126.9,128.62,129.894,130.886,132.412,133.558,135.222,136.246,137.167,137.684,139.702,141.21,142.406,143.551,144.176,144.955,145.878,146.671,147.496,148.39,149.329,150.278,151.302,152.388,153.564,154.841,156.215,157.686
trip time mode i[a79,pt rail],58.7908,58.8749,58.918,59.3428,59.7094,60.0653,60.39,60.6032,60.7628,61.0422,61.4017,61.7529,62.0786,62.4869,62.9094,63.2953,63.8638,64.3208,64.8231,65.3775,65.6864,66.5179,67.1988,68.0986,68.659,69.382,70.1959,71.08,72.0482,73.1238,74.3159
trip time mode i[a80,pt rail],72.773,73.1346,73.3892,73.7529,74.297,74.522,74.6774,74.8149,74.9121,75.0452,75.2135,75.408,75.5787,75.7806,75.9993,76.1883,76.4124,76.5714,76.7404,76.9325,77.1012,77.2236,77.3544,77.5947,77.8406,78.0371,78.2457,78.5011,78.7814,79.0821,79.4121
trip time mode i[a81,pt rail],103.741,105.207,109.163,112.42,115.569,118.34,120.927,124.207,126.088,126.825,127.702,128.605,129.429,130.418,131.369,132.228,133.314,134.162,135.111,136.152,136.6,138.223,139.668,141.601,142.329,143.463,144.829,146.314,147.921,149.683,150.644
trip time mode i[a82,pt rail],55.0555,56.3498,59.2475,61.6785,64.3248,66.6506,68.1807,70.1907,71.328,71.8056,72.3851,72.9485,73.4794,74.1333,74.8962,75.4503,76.1226,76.4945,76.9125,77.4032,77.7883,77.6869,78.433,79.4634,80.7206,81.1264,81.5298,82.2514,83.0537,83.9348,84.916
trip time mode i[a83,pt rail],60.7078,61.9376,62.6645,63.7712,65.627,66.306,66.7133,67.2869,67.7243,68.1349,68.2874,69.2485,69.5962,70.1598,70.61,70.9801,71.3711,71.4759,71.6148,71.8104,71.885,71.9275,71.9699,71.9952,71.9843,71.9701,71.9469,71.9298,71.9131,71.8946,71.8715
trip time mode i[a84,pt rail],444.766,454.716,468.136,481.121,497.396,512.531,523.978,540.396,550.554,556.583,560.361,564.459,567.925,571.621,575.119,578.479,581.893,583.945,586.074,588.384,590.471,592.42,594.449,596.562,598.727,599.247,599.431,599.628,599.838,600.062,600.281
trip time mode i[a85,pt rail],51.7913,51.7315,51.6647,52.078,52.4265,52.7195,52.9726,53.1776,53.2436,53.4834,53.6406,53.7184,53.7113,53.7742,53.7647,53.6663,54.1981,54.6581,54.8756,55.0792,55.2075,55.3205,55.4507,55.5644,55.6472,55.7314,55.8232,55.9244,56.0297,56.1351,56.2418
trip time mode i[a86,pt rail],29.9561,29.9631,29.9881,30.034,30.0699,30.0904,30.1067,30.1221,30.1326,30.145,30.1632,30.1885,30.2015,30.2172,30.2047,30.2145,30.2716,30.3072,30.334,30.3641,30.3892,30.4229,30.4461,30.4673,30.4801,30.4927,30.5066,30.5208,30.5354,30.5488,30.5618
trip time mode i[a87,pt rail],74.0248,75.6038,78.266,80.5217,82.814,84.8217,86.1133,87.9301,89.0045,89.321,89.7055,90.1598,90.3814,90.6748,91.1744,91.3856,91.5422,91.5484,91.5702,91.6226,91.5895,91.5487,91.5046,91.437,91.3356,91.2246,91.0925,90.9249,90.7407,90.5457,90.3386
trip time mode i[a88,pt rail],57.3564,57.8873,58.7008,59.3528,60.0631,60.7419,61.3534,62.2563,62.7399,62.9854,63.0133,63.1568,63.2458,63.3869,63.565,63.6075,63.627,63.5524,63.474,63.4095,63.3119,63.2062,63.0818,62.9406,62.7829,62.6057,62.4091,62.1941,61.9556,61.6456,61.1265
trip time mode i[a89,pt rail],39.9399,40.2339,41.1084,41.7014,42.2318,42.7678,43.2583,43.9327,44.1968,44.3873,44.51,44.6446,44.722,44.8119,44.9243,45.0002,45.0854,45.138,45.1807,45.2328,45.27,45.3019,45.3456,45.3895,45.434,45.4811,45.5314,45.5868,45.6465,45.7101,45.779
trip time mode i[a90,pt rail],52.3083,52.35,52.4371,52.6063,52.8172,53.0931,53.3641,53.8192,54.1685,54.5918,54.6795,54.9441,55.0793,55.2244,55.3989,55.5104,55.623,55.6433,55.6678,55.7053,55.7192,55.7252,55.7494,55.7707,55.7836,55.7961,55.8108,55.8284,55.8463,55.863,55.8793
trip time mode i[a91,pt rail],102.035,103.544,106.37,109.555,113.077,116.99,120.13,123.644,125.807,127.602,128.682,129.778,130.444,131.342,132.146,132.093,133.825,134.215,134.697,135.115,135.403,135.707,136.063,136.438,136.806,137.204,137.642,138.108,138.587,139.11,139.681
trip time mode i[a92,pt rail],42.6574,42.7446,43.0208,43.2738,43.5188,43.6827,43.835,44.0489,44.1787,44.2496,44.3006,44.3442,44.3784,44.423,44.4684,44.4739,44.5318,44.5558,44.5799,44.61,44.6237,44.6329,44.6444,44.6544,44.6594,44.6636,44.6694,44.6758,44.6819,44.6866,44.6909
trip time mode i[a93,pt rail],41.9974,42.2606,42.9854,43.6297,44.2003,44.7333,45.1315,45.6919,46.0452,46.2796,46.3986,46.5026,46.6011,46.7432,46.8352,46.9556,47.0822,47.1363,47.1651,47.0958,47.0015,46.8841,46.7568,46.6012,46.4169,46.2082,45.9704,45.7611,45.9187,46.0684,46.0972
trip time mode i[a94,pt rail],47.7242,47.948,48.6258,49.221,49.9445,50.4368,50.8058,51.3071,51.4269,51.3089,51.0834,50.7779,50.5352,50.376,50.0148,49.5585,49.5738,49.675,49.7265,49.7697,49.7927,49.8043,49.817,49.8241,49.82,49.8138,49.808,49.8024,49.794,49.7821,49.769
trip time mode i[a95,pt rail],43.3462,43.4562,43.4944,43.6723,43.8552,43.8877,43.7427,43.5224,43.3345,43.2488,43.1565,43.0112,42.8425,42.6829,42.6512,42.7648,42.825,42.8581,42.8851,42.9194,42.9336,42.9406,42.96,42.9759,42.9832,42.9902,42.9986,43.0088,43.0194,43.0296,43.0397
trip time mode i[a96,pt rail],43.254,43.1707,43.5192,43.6966,43.8133,43.8734,43.8961,43.8746,43.9048,44.0735,44.1613,44.225,44.269,44.3108,44.3856,44.4492,44.5175,44.5393,44.5589,44.5882,44.599,44.6065,44.6199,44.631,44.6332,44.6347,44.6358,44.6384,44.6413,44.6441,44.647
trip time mode i[a97,pt rail],31.7405,31.8746,32.2574,32.6633,32.9543,33.0018,33.0324,33.0377,33.0418,33.0472,33.0524,33.0665,33.0931,33.1303,33.187,33.235,33.2907,33.3178,33.3413,33.3699,33.405,33.4312,33.4482,33.4634,33.4785,33.4776,33.4752,33.4672,33.4568,33.4426,33.4238
trip time mode i[a98,pt rail],57.1782,57.6075,57.8601,58.6602,59.8044,60.7358,61.6057,63.0246,64.151,65.6089,66.2645,67.2411,68.0114,68.9873,69.8421,70.9332,72.6411,73.2899,74.3169,75.5121,76.6909,77.9933,79.4935,81.0904,82.7521,84.6064,86.7319,88.8576,91.3633,94.399,97.4192
trip time mode i[a99,pt rail],31.7554,31.7638,31.7235,31.7781,31.8139,31.8106,31.7987,31.7554,31.8167,31.9192,31.9877,32.0472,32.1067,32.1759,32.2469,32.3052,32.4236,32.4833,32.548,32.6243,32.687,32.7465,32.8075,32.8687,32.9275,32.9896,33.0551,33.1251,33.199,33.2761,33.3536
trip time mode i[a100,pt rail],1166.34,1170.72,1169.92,1183.53,1204.32,1218.84,1238.55,1251.54,1260.45,1281.1,1296.11,1310.24,1322.89,1337.87,1352.34,1366.92,1390.91,1402.26,1419.22,1438.39,1455.59,1473.13,1492.1,1512.3,1532.9,1555.5,1580.46,1608.18,1638.79,1672.97,1711.11
trip time mode i[a101,pt rail],67.9634,65.1775,62.6643,60.4441,61.185,61.8491,62.3401,63.0466,63.5242,64.136,64.3511,64.7592,64.9732,65.3376,65.835,66.0934,66.4342,66.506,66.6209,66.7883,66.8629,66.9202,66.9864,67.0327,67.0389,67.0458,67.0527,67.0691,67.0869,67.1082,67.1282
trip time mode i[a102,pt rail],54.7357,54.3863,54.5587,54.6868,54.6658,54.6484,54.5224,54.1999,53.1289,53.1778,53.4564,53.4788,53.7432,53.9063,54.1499,54.2285,54.4031,54.4579,54.5161,54.6124,54.6555,54.6889,54.7237,54.7583,54.7873,54.8161,54.8491,54.8872,54.927,54.9661,55.0057
trip time mode i[a103,pt rail],43.8196,44.1655,44.2955,44.5516,45.0746,45.2936,45.4645,45.7139,45.8415,45.9628,46.0906,46.2369,46.3508,46.4705,46.5261,46.9411,46.9508,47.0436,47.1211,47.2404,47.3526,47.4679,47.6137,47.7565,47.8959,48.052,48.2274,48.4308,48.6619,48.906,49.1525
trip time mode i[a104,pt rail],62.8969,60.0849,57.575,55.4835,53.2535,51.7735,52.1909,52.556,52.7766,53.066,53.1485,53.7038,53.6956,54.0494,54.5185,54.7304,55.0374,55.1078,55.2535,55.4851,55.5811,55.6373,55.7034,55.7473,55.7466,55.7465,55.7479,55.7587,55.7705,55.7849,55.7987
trip time mode i[a105,pt rail],226.841,229.678,236.672,247.815,260.217,273.267,286.984,305.959,321.816,326.47,330.567,333.244,335.8,338.619,341.171,343.106,345.776,347.22,348.827,350.587,351.98,353.339,354.676,355.981,357.225,358.528,359.849,361.247,362.606,363.919,365.258
trip time mode i[a106,pt rail],29.5592,29.7091,29.7399,29.909,30.2012,30.3137,30.395,30.4912,30.5511,30.6128,30.6768,30.8061,30.9666,31.0687,31.1725,31.2383,31.2327,31.2704,31.31,31.3634,31.4087,31.4565,31.5059,31.5513,31.6038,31.6613,31.7244,31.7951,31.8733,31.9578,32.05
trip time mode i[a107,pt rail],116.578,114.72,114.88,115.169,114.842,114.516,113.141,114.483,116.191,117.074,117.859,118.505,119.122,119.968,120.849,121.622,123.185,124.995,125.751,124.772,125.52,125.87,126.352,126.623,126.759,126.893,127.039,127.202,127.359,127.505,127.641
trip time mode i[a108,pt rail],38.7242,38.9073,39.0242,39.2077,39.5169,39.6193,39.7106,39.7979,39.8667,39.9585,40.0881,40.2323,40.3614,40.5358,40.7165,40.8842,41.2104,41.0392,41.1828,41.3438,41.4113,41.4105,41.4449,41.4778,41.5144,41.5416,41.5568,41.5688,41.5741,41.5272,41.278
trip time mode i[a109,pt rail],44.3429,44.1902,43.772,43.6163,43.5073,43.0447,42.4391,42.4024,42.6196,42.8667,43.0671,43.3003,43.3863,43.5333,43.855,44.0291,44.2741,44.3755,44.4969,44.6526,44.74,44.8132,44.8927,44.9655,45.017,45.0695,45.1267,45.1914,45.2586,45.3272,45.397
trip time mode i[a110,pt rail],95.7493,96.0985,96.064,97.1558,98.2015,98.6715,99.0748,99.3996,99.6077,99.9133,100.395,100.861,100.984,100.982,101.49,101.175,101.452,100.219,98.8931,98.7342,99.9594,100.73,101.059,101.385,101.654,101.926,102.212,102.522,102.828,103.131,103.433
trip time mode i[a111,pt rail],30.7877,31.0773,31.1499,31.5535,32.0906,32.3161,32.4862,32.7194,32.9334,33.1637,33.4279,33.7382,34.265,34.6411,35.0579,35.3764,35.5118,35.7524,36.0002,36.3389,36.6605,36.9831,37.3269,37.6934,38.0711,38.4763,38.915,39.3818,39.9083,40.4776,40.991
trip time mode i[a112,pt rail],905.47,914.439,918.488,926.52,944.83,964.604,981.974,1012.23,1032.64,1055.55,1062.69,1070.04,1076.72,1083.03,1089.04,1094.51,1098.64,1099.31,1099.67,1100.01,1100.4,1100.87,1101.37,1101.89,1102.44,1103.03,1103.66,1104.34,1105.07,1105.85,1106.69
trip time mode i[a113,pt rail],573177,573338,572076,571013,570976,571046,571102,571141,571143,571143,571143,571138,571125,571110,571091,571068,571052,571040,571038,571035,571033,571033,571032,571032,571031,571030,571030,571030,571029,571029,571029
trip time mode i[a114,pt rail],165.876,166.027,166.275,166.747,166.728,167.135,167.591,167.817,168.038,168.297,168.726,169.072,169.419,169.837,170.268,170.682,171.618,172.022,172.739,173.42,173.742,173.995,174.249,174.5,174.743,174.99,175.237,175.49,175.748,176.01,176.272
trip time mode i[a115,pt rail],90.6271,92.5207,93.7283,95.5357,97.8507,98.9152,100.086,101.884,103.575,105.245,106.975,108.981,111.007,113.68,117.483,118.018,118.759,119.029,119.323,119.707,119.871,119.988,120.112,120.18,120.207,120.236,120.265,120.296,120.328,120.362,120.396
trip time mode i[a116,pt rail],250.714,225.638,211.991,197.968,187.41,180.741,184.176,186.176,188.137,190.672,192.921,195.057,198.744,201.89,208.636,212.61,225.019,240.165,248.269,255.633,258.576,260.61,262.938,265.21,267.044,268.853,270.727,272.722,274.689,276.651,278.593
trip time mode i[a117,pt rail],101.288,101.727,99.3597,96.6179,94.3395,92.065,90.91,93.1805,95.3556,97.7809,100.1,102.776,105.543,108.662,115.846,119.703,129.887,140.972,141.014,141.062,141.08,141.092,141.105,141.117,141.13,141.142,141.156,141.17,141.185,141.202,141.219
trip time mode i[a118,pt rail],108.232,108.82,108.383,107.824,106.322,103.005,101.266,98.6001,97.6314,97.1894,97.6947,98.2734,98.9281,99.8291,100.988,102.205,104.207,105.234,106.754,108.608,109.4,109.997,110.603,111.214,111.801,112.385,112.977,113.525,113.974,114.428,114.876
trip time mode i[a119,pt rail],201.486,201.375,200.978,198.283,192.503,189.7,188.992,187.473,187.637,188.801,190.08,191.567,192.93,194.309,196.584,199.533,203.374,205.1,207.825,211.064,212.456,213.409,214.491,215.563,216.466,217.344,218.244,219.171,220.069,220.952,221.823
trip time mode i[a120,pt rail],113.009,108.63,93.2548,89.1596,88.4245,86.9077,85.9384,84.629,84.4474,84.716,85.184,85.8531,86.4813,87.2432,88.027,89.4448,90.9627,91.1284,92.3623,92.6908,93.3947,93.7658,94.4156,95.0657,95.6469,96.2204,96.78,97.3311,97.8612,98.3606,98.7907
trip time mode i[a121,pt rail],350.615,358.296,363.68,371.639,382.504,389.022,390.189,391.956,393.407,394.811,396.288,397.858,399.505,401.311,403.259,404.763,406.31,406.734,407.435,408.161,408.49,408.748,409.007,409.263,409.513,409.769,410.028,410.294,410.569,410.851,411.138
